arm_box_kind	dataset	key	status	reason	center_x	center_y	center_z	size_x	size_y	size_z	method	pocket_rank	pocket_score	pocket_alpha_spheres	distance_to_crystal_centroid	ligand_fits_in_box	recorded
partner_ligand	crossdock	8D19_GSH__into__8CZL	ok		24.216	30.36	31.064	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8EAB_VN2__into__8EA7	ok		8.542	-17.221	20.008	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8DKO_TFB__into__8DKP	ok		13.999	23.589	44.618	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8EXL_799__into__9CMK	ok		20.154	-2.524	12.913	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8D5D_5DK__into__8D88	ok		35.353	-8.509	26.957	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8FAV_4Y5__into__7NPC	ok		-1.694	-43.963	-15.057	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8AQL_PLG__into__29LK	ok		5.689	35.839	28.028	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8FLV_ZB9__into__5P9J	ok		19.812	7.156	3.617	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8DSC_NCA__into__8DSE	ok		-16.178	3.002	-4.242	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8GFD_ZHR__into__8GFH	ok		-25.588	-32.555	-64.861	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8HO0_3ZI__into__8HNZ	ok		-3.102	28.226	7.535	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8HFN_XGC__into__3C8Z	ok		33.106	14.363	-34.701	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	8EYE_X4I__into__6SBQ	ok		89.782	119.848	122.602	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
partner_ligand	crossdock	7WJB_BGC__into__7WJ9	ok		11.698	11.555	40.716	25.0	25.0	25.0	centroid_of_partner_bound_ligand						2026-09-22T15:30:01+08:00
ligand_centred	astex	2BSM_BSM	ok		32.07	8.752	25.23	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:59+08:00
detected	astex	2BSM_BSM	ok		32.975	7.987	24.898	25.0	25.0	25.0	fpocket_rank1	1	0.121	114	1.231	1	2026-09-22T15:29:59+08:00
ligand_centred	astex	2BR1_PFP	ok		17.671	-2.981	10.242	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:59+08:00
detected	astex	2BR1_PFP	ok		7.989	11.158	32.58	25.0	25.0	25.0	fpocket_rank1	1	0.198	64	28.153	0	2026-09-22T15:29:59+08:00
ligand_centred	astex	1YV3_BIT	ok		22.322	38.353	37.231	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:53+08:00
detected	astex	1YV3_BIT	ok		19.604	41.085	51.228	25.0	25.0	25.0	fpocket_rank1	1	0.42	50	14.518	0	2026-09-22T15:29:53+08:00
ligand_centred	astex	2BM2_PM2	ok		39.479	112.797	82.113	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:29:58+08:00
detected	astex	2BM2_PM2	ok		21.502	78.173	85.509	25.0	25.0	25.0	fpocket_rank1	1	0.283	57	39.16	0	2026-09-22T15:29:58+08:00
ligand_centred	posebusters	8F4J_PHO	ok		-56.633	62.789	349.373	25.0	25.0	25.0	centroid_of_crystal_ligand				0.0	1	2026-09-22T15:27:12+08:00
detected	posebusters	8F4J_PHO	ok		-48.712	42.826	333.776	25.0	25.0	25.0	fpocket_rank1	1	6.667	1233	26.543	0	2026-09-22T15:27:12+08:00
